Name,URL,URL-hyperlinked,Year,inducted_member,Gender
Bo Diddley,https://en.wikipedia.org/wiki/Bo_Diddley,"<a href=""https://en.wikipedia.org/wiki/Bo_Diddley"" target=""_blank"">https://en.wikipedia.org/wiki/Bo_Diddley</a>",1987,,Male
Carl Perkins,https://en.wikipedia.org/wiki/Carl_Perkins,"<a href=""https://en.wikipedia.org/wiki/Carl_Perkins"" target=""_blank"">https://en.wikipedia.org/wiki/Carl_Perkins</a>",1987,,Male
Clyde McPhatter,https://en.wikipedia.org/wiki/Clyde_McPhatter,"<a href=""https://en.wikipedia.org/wiki/Clyde_McPhatter"" target=""_blank"">https://en.wikipedia.org/wiki/Clyde_McPhatter</a>",1987,,Male
Eddie Cochran,https://en.wikipedia.org/wiki/Eddie_Cochran,"<a href=""https://en.wikipedia.org/wiki/Eddie_Cochran"" target=""_blank"">https://en.wikipedia.org/wiki/Eddie_Cochran</a>",1987,,Male
Jackie Wilson,https://en.wikipedia.org/wiki/Jackie_Wilson,"<a href=""https://en.wikipedia.org/wiki/Jackie_Wilson"" target=""_blank"">https://en.wikipedia.org/wiki/Jackie_Wilson</a>",1987,,Male
Marvin Gaye,https://en.wikipedia.org/wiki/Marvin_Gaye,"<a href=""https://en.wikipedia.org/wiki/Marvin_Gaye"" target=""_blank"">https://en.wikipedia.org/wiki/Marvin_Gaye</a>",1987,,Male
Muddy Waters,https://en.wikipedia.org/wiki/Muddy_Waters,"<a href=""https://en.wikipedia.org/wiki/Muddy_Waters"" target=""_blank"">https://en.wikipedia.org/wiki/Muddy_Waters</a>",1987,,Male
Ricky Nelson,https://en.wikipedia.org/wiki/Ricky_Nelson,"<a href=""https://en.wikipedia.org/wiki/Ricky_Nelson"" target=""_blank"">https://en.wikipedia.org/wiki/Ricky_Nelson</a>",1987,,Male
Roy Orbison,https://en.wikipedia.org/wiki/Roy_Orbison,"<a href=""https://en.wikipedia.org/wiki/Roy_Orbison"" target=""_blank"">https://en.wikipedia.org/wiki/Roy_Orbison</a>",1987,,Male
Smokey Robinson,https://en.wikipedia.org/wiki/Smokey_Robinson,"<a href=""https://en.wikipedia.org/wiki/Smokey_Robinson"" target=""_blank"">https://en.wikipedia.org/wiki/Smokey_Robinson</a>",1987,,Male
"Coasters, The",https://en.wikipedia.org/wiki/The_Coasters,"<a href=""https://en.wikipedia.org/wiki/The_Coasters"" target=""_blank"">https://en.wikipedia.org/wiki/The_Coasters</a>",1987,"Carl Gardner, Cornell Gunter, Billy Guy, and Will ""Dub"" Jones",Male
Bob Dylan,https://en.wikipedia.org/wiki/Bob_Dylan,"<a href=""https://en.wikipedia.org/wiki/Bob_Dylan"" target=""_blank"">https://en.wikipedia.org/wiki/Bob_Dylan</a>",1988,,Male
"Beach Boys, The",https://en.wikipedia.org/wiki/The_Beach_Boys,"<a href=""https://en.wikipedia.org/wiki/The_Beach_Boys"" target=""_blank"">https://en.wikipedia.org/wiki/The_Beach_Boys</a>",1988,"Al Jardine, Mike Love, Brian Wilson, Carl Wilson, and Dennis Wilson",Male
"Beatles, The",https://en.wikipedia.org/wiki/The_Beatles,"<a href=""https://en.wikipedia.org/wiki/The_Beatles"" target=""_blank"">https://en.wikipedia.org/wiki/The_Beatles</a>",1988,"George Harrison, John Lennon, Paul McCartney, and Ringo Starr",Male
"Drifters, The",https://en.wikipedia.org/wiki/The_Drifters,"<a href=""https://en.wikipedia.org/wiki/The_Drifters"" target=""_blank"">https://en.wikipedia.org/wiki/The_Drifters</a>",1988,"Ben E. King, Rudy Lewis, Clyde McPhatter, Johnny Moore, Bill Pinkney, Charlie Thomas, and Gerhart Thrasher",Male
"Supremes, The",https://en.wikipedia.org/wiki/The_Supremes,"<a href=""https://en.wikipedia.org/wiki/The_Supremes"" target=""_blank"">https://en.wikipedia.org/wiki/The_Supremes</a>",1988,"Florence Ballard, Diana Ross, and Mary Wilson",Female
Dion DiMucci,https://en.wikipedia.org/wiki/Dion_DiMucci,"<a href=""https://en.wikipedia.org/wiki/Dion_DiMucci"" target=""_blank"">https://en.wikipedia.org/wiki/Dion_DiMucci</a>",1989,,Male
Otis Redding,https://en.wikipedia.org/wiki/Otis_Redding,"<a href=""https://en.wikipedia.org/wiki/Otis_Redding"" target=""_blank"">https://en.wikipedia.org/wiki/Otis_Redding</a>",1989,,Male
Stevie Wonder,https://en.wikipedia.org/wiki/Stevie_Wonder,"<a href=""https://en.wikipedia.org/wiki/Stevie_Wonder"" target=""_blank"">https://en.wikipedia.org/wiki/Stevie_Wonder</a>",1989,,Male
"Rolling Stones, The",https://en.wikipedia.org/wiki/The_Rolling_Stones,"<a href=""https://en.wikipedia.org/wiki/The_Rolling_Stones"" target=""_blank"">https://en.wikipedia.org/wiki/The_Rolling_Stones</a>",1989,"Mick Jagger, Brian Jones, Keith Richards, Ian Stewart, Mick Taylor, Charlie Watts, Ronnie Wood and Bill Wyman",Male
"Temptations, The",https://en.wikipedia.org/wiki/The_Temptations,"<a href=""https://en.wikipedia.org/wiki/The_Temptations"" target=""_blank"">https://en.wikipedia.org/wiki/The_Temptations</a>",1989,"Melvin Franklin, Eddie Kendricks, David Ruffin, Otis Williams, Paul Williams, Dennis Edwards",Male
Bobby Darin,https://en.wikipedia.org/wiki/Bobby_Darin,"<a href=""https://en.wikipedia.org/wiki/Bobby_Darin"" target=""_blank"">https://en.wikipedia.org/wiki/Bobby_Darin</a>",1990,,Male
Charlie Christian,https://en.wikipedia.org/wiki/Charlie_Christian,"<a href=""https://en.wikipedia.org/wiki/Charlie_Christian"" target=""_blank"">https://en.wikipedia.org/wiki/Charlie_Christian</a>",1990,,Male
Four Tops,https://en.wikipedia.org/wiki/Four_Tops,"<a href=""https://en.wikipedia.org/wiki/Four_Tops"" target=""_blank"">https://en.wikipedia.org/wiki/Four_Tops</a>",1990,"Renaldo ""Obie"" Benson, Abdul ""Duke"" Fakir, Lawrence Payton, and Levi Stubbs",Male
Hank Ballard,https://en.wikipedia.org/wiki/Hank_Ballard,"<a href=""https://en.wikipedia.org/wiki/Hank_Ballard"" target=""_blank"">https://en.wikipedia.org/wiki/Hank_Ballard</a>",1990,,Male
Simon & Garfunkel,https://en.wikipedia.org/wiki/Simon_%26_Garfunkel,"<a href=""https://en.wikipedia.org/wiki/Simon_%26_Garfunkel"" target=""_blank"">https://en.wikipedia.org/wiki/Simon_%26_Garfunkel</a>",1990,Paul Simon and Art Garfunkel,Male
"Four Seasons (band), The",https://en.wikipedia.org/wiki/The_Four_Seasons_(band),"<a href=""https://en.wikipedia.org/wiki/The_Four_Seasons_(band)"" target=""_blank"">https://en.wikipedia.org/wiki/The_Four_Seasons_(band)</a>",1990,"Tom DeVito, Bob Gaudio, Nick Massi, and Frankie Valli",Male
"Kinks, The",https://en.wikipedia.org/wiki/The_Kinks,"<a href=""https://en.wikipedia.org/wiki/The_Kinks"" target=""_blank"">https://en.wikipedia.org/wiki/The_Kinks</a>",1990,"Mick Avory, Dave Davies, Ray Davies, and Pete Quaife",Male
"Platters, The",https://en.wikipedia.org/wiki/The_Platters,"<a href=""https://en.wikipedia.org/wiki/The_Platters"" target=""_blank"">https://en.wikipedia.org/wiki/The_Platters</a>",1990,"David Lynch, Herb Reed, Paul Robi, Zola Taylor, and Tony Williams",Male
"Who, The",https://en.wikipedia.org/wiki/The_Who,"<a href=""https://en.wikipedia.org/wiki/The_Who"" target=""_blank"">https://en.wikipedia.org/wiki/The_Who</a>",1990,"Roger Daltrey, John Entwistle, Keith Moon, and Pete Townshend",Male
Ike & Tina Turner,https://en.wikipedia.org/wiki/Ike_%26_Tina_Turner,"<a href=""https://en.wikipedia.org/wiki/Ike_%26_Tina_Turner"" target=""_blank"">https://en.wikipedia.org/wiki/Ike_%26_Tina_Turner</a>",1991,Ike Turner and Tina Turner,Male; Female
Jimmy Reed,https://en.wikipedia.org/wiki/Jimmy_Reed,"<a href=""https://en.wikipedia.org/wiki/Jimmy_Reed"" target=""_blank"">https://en.wikipedia.org/wiki/Jimmy_Reed</a>",1991,,Male
John Lee Hooker,https://en.wikipedia.org/wiki/John_Lee_Hooker,"<a href=""https://en.wikipedia.org/wiki/John_Lee_Hooker"" target=""_blank"">https://en.wikipedia.org/wiki/John_Lee_Hooker</a>",1991,,Male
LaVern Baker,https://en.wikipedia.org/wiki/LaVern_Baker,"<a href=""https://en.wikipedia.org/wiki/LaVern_Baker"" target=""_blank"">https://en.wikipedia.org/wiki/LaVern_Baker</a>",1991,,Female
"Byrds, The",https://en.wikipedia.org/wiki/The_Byrds,"<a href=""https://en.wikipedia.org/wiki/The_Byrds"" target=""_blank"">https://en.wikipedia.org/wiki/The_Byrds</a>",1991,"Gene Clark, Michael Clarke, David Crosby, Chris Hillman, and Roger McGuinn",Male
"Impressions, The",https://en.wikipedia.org/wiki/The_Impressions,"<a href=""https://en.wikipedia.org/wiki/The_Impressions"" target=""_blank"">https://en.wikipedia.org/wiki/The_Impressions</a>",1991,"Curtis Mayfield, Sam Gooden, Fred Cash, Arthur Brooks, Richard Brooks, and Jerry Butler",Male
Wilson Pickett,https://en.wikipedia.org/wiki/Wilson_Pickett,"<a href=""https://en.wikipedia.org/wiki/Wilson_Pickett"" target=""_blank"">https://en.wikipedia.org/wiki/Wilson_Pickett</a>",1991,,Male
Bobby Bland,https://en.wikipedia.org/wiki/Bobby_Bland,"<a href=""https://en.wikipedia.org/wiki/Bobby_Bland"" target=""_blank"">https://en.wikipedia.org/wiki/Bobby_Bland</a>",1992,,Male
Booker T. & the M.G.'s,https://en.wikipedia.org/wiki/Booker_T._%26_the_M.G.%27s,"<a href=""https://en.wikipedia.org/wiki/Booker_T._%26_the_M.G.%27s"" target=""_blank"">https://en.wikipedia.org/wiki/Booker_T._%26_the_M.G.%27s</a>",1992,"Booker T. Jones, Steve Cropper, Donald ""Duck"" Dunn, Al Jackson, Jr., and Lewie Steinberg",Male
Johnny Cash,https://en.wikipedia.org/wiki/Johnny_Cash,"<a href=""https://en.wikipedia.org/wiki/Johnny_Cash"" target=""_blank"">https://en.wikipedia.org/wiki/Johnny_Cash</a>",1992,,Male
Sam & Dave,https://en.wikipedia.org/wiki/Sam_%26_Dave,"<a href=""https://en.wikipedia.org/wiki/Sam_%26_Dave"" target=""_blank"">https://en.wikipedia.org/wiki/Sam_%26_Dave</a>",1992,Sam Moore and Dave Prater,Male
"Isley Brothers, The",https://en.wikipedia.org/wiki/The_Isley_Brothers,"<a href=""https://en.wikipedia.org/wiki/The_Isley_Brothers"" target=""_blank"">https://en.wikipedia.org/wiki/The_Isley_Brothers</a>",1992,"Ernie Isley, Marvin Isley, O'Kelly Isley, Jr., Ronald Isley, Rudolph Isley, and Chris Jasper",Male
"Jimi Hendrix Experience, The",https://en.wikipedia.org/wiki/The_Jimi_Hendrix_Experience,"<a href=""https://en.wikipedia.org/wiki/The_Jimi_Hendrix_Experience"" target=""_blank"">https://en.wikipedia.org/wiki/The_Jimi_Hendrix_Experience</a>",1992,"Jimi Hendrix, Mitch Mitchell, and Noel Redding",Male
"Yardbirds, The",https://en.wikipedia.org/wiki/The_Yardbirds,"<a href=""https://en.wikipedia.org/wiki/The_Yardbirds"" target=""_blank"">https://en.wikipedia.org/wiki/The_Yardbirds</a>",1992,"Jeff Beck, Eric Clapton, Chris Dreja, Jim McCarty, Jimmy Page, Keith Relf, and Paul Samwell-Smith",Male
Cream (band),https://en.wikipedia.org/wiki/Cream_(band),"<a href=""https://en.wikipedia.org/wiki/Cream_(band)"" target=""_blank"">https://en.wikipedia.org/wiki/Cream_(band)</a>",1993,"Ginger Baker, Jack Bruce, and Eric Clapton",Male
Creedence Clearwater Revival,https://en.wikipedia.org/wiki/Creedence_Clearwater_Revival,"<a href=""https://en.wikipedia.org/wiki/Creedence_Clearwater_Revival"" target=""_blank"">https://en.wikipedia.org/wiki/Creedence_Clearwater_Revival</a>",1993,"Doug Clifford, Stu Cook, John Fogerty, and Tom Fogerty",Male
Etta James,https://en.wikipedia.org/wiki/Etta_James,"<a href=""https://en.wikipedia.org/wiki/Etta_James"" target=""_blank"">https://en.wikipedia.org/wiki/Etta_James</a>",1993,,Female
Ruth Brown,https://en.wikipedia.org/wiki/Ruth_Brown,"<a href=""https://en.wikipedia.org/wiki/Ruth_Brown"" target=""_blank"">https://en.wikipedia.org/wiki/Ruth_Brown</a>",1993,,Female
Sly and the Family Stone,https://en.wikipedia.org/wiki/Sly_and_the_Family_Stone,"<a href=""https://en.wikipedia.org/wiki/Sly_and_the_Family_Stone"" target=""_blank"">https://en.wikipedia.org/wiki/Sly_and_the_Family_Stone</a>",1993,"Gregg Errico, Larry Graham, Jerry Martini, Cynthia Robinson, Freddie Stone, Rosie Stone, and Sly Stone",Male; Female
"Doors, The",https://en.wikipedia.org/wiki/The_Doors,"<a href=""https://en.wikipedia.org/wiki/The_Doors"" target=""_blank"">https://en.wikipedia.org/wiki/The_Doors</a>",1993,"John Densmore, Robby Krieger, Ray Manzarek, and Jim Morrison",Male
"Teenagers, The",https://en.wikipedia.org/wiki/The_Teenagers,"<a href=""https://en.wikipedia.org/wiki/The_Teenagers"" target=""_blank"">https://en.wikipedia.org/wiki/The_Teenagers</a>",1993,"Herman Santiago, Jimmy Merchant, Sherman Garnes, Frankie Lymon and Joe Negroni",Male
Van Morrison,https://en.wikipedia.org/wiki/Van_Morrison,"<a href=""https://en.wikipedia.org/wiki/Van_Morrison"" target=""_blank"">https://en.wikipedia.org/wiki/Van_Morrison</a>",1993,,Male
Bob Marley,https://en.wikipedia.org/wiki/Bob_Marley,"<a href=""https://en.wikipedia.org/wiki/Bob_Marley"" target=""_blank"">https://en.wikipedia.org/wiki/Bob_Marley</a>",1994,,Male
Duane Eddy,https://en.wikipedia.org/wiki/Duane_Eddy,"<a href=""https://en.wikipedia.org/wiki/Duane_Eddy"" target=""_blank"">https://en.wikipedia.org/wiki/Duane_Eddy</a>",1994,,Male
Elton John,https://en.wikipedia.org/wiki/Elton_John,"<a href=""https://en.wikipedia.org/wiki/Elton_John"" target=""_blank"">https://en.wikipedia.org/wiki/Elton_John</a>",1994,,Male
Grateful Dead,https://en.wikipedia.org/wiki/Grateful_Dead,"<a href=""https://en.wikipedia.org/wiki/Grateful_Dead"" target=""_blank"">https://en.wikipedia.org/wiki/Grateful_Dead</a>",1994,"Tom Constanten, Jerry Garcia, Donna Jean Godchaux, Keith Godchaux, Mickey Hart, Robert Hunter, Bill Kreutzmann, Phil Lesh, Ron McKernan, Brent Mydland, Bob Weir, and Vince Welnick",Male; Female
John Lennon,https://en.wikipedia.org/wiki/John_Lennon,"<a href=""https://en.wikipedia.org/wiki/John_Lennon"" target=""_blank"">https://en.wikipedia.org/wiki/John_Lennon</a>",1994,,Male
Rod Stewart,https://en.wikipedia.org/wiki/Rod_Stewart,"<a href=""https://en.wikipedia.org/wiki/Rod_Stewart"" target=""_blank"">https://en.wikipedia.org/wiki/Rod_Stewart</a>",1994,,Male
"Animals, The",https://en.wikipedia.org/wiki/The_Animals,"<a href=""https://en.wikipedia.org/wiki/The_Animals"" target=""_blank"">https://en.wikipedia.org/wiki/The_Animals</a>",1994,"Eric Burdon, Chas Chandler, Alan Price, John Steel, and Hilton Valentine",Male
"Band, The",https://en.wikipedia.org/wiki/The_Band,"<a href=""https://en.wikipedia.org/wiki/The_Band"" target=""_blank"">https://en.wikipedia.org/wiki/The_Band</a>",1994,"Rick Danko, Levon Helm, Garth Hudson, Richard Manuel, and Robbie Robertson",Male
Al Green,https://en.wikipedia.org/wiki/Al_Green,"<a href=""https://en.wikipedia.org/wiki/Al_Green"" target=""_blank"">https://en.wikipedia.org/wiki/Al_Green</a>",1995,,Male
Frank Zappa,https://en.wikipedia.org/wiki/Frank_Zappa,"<a href=""https://en.wikipedia.org/wiki/Frank_Zappa"" target=""_blank"">https://en.wikipedia.org/wiki/Frank_Zappa</a>",1995,,Male
Janis Joplin,https://en.wikipedia.org/wiki/Janis_Joplin,"<a href=""https://en.wikipedia.org/wiki/Janis_Joplin"" target=""_blank"">https://en.wikipedia.org/wiki/Janis_Joplin</a>",1995,,Female
Led Zeppelin,https://en.wikipedia.org/wiki/Led_Zeppelin,"<a href=""https://en.wikipedia.org/wiki/Led_Zeppelin"" target=""_blank"">https://en.wikipedia.org/wiki/Led_Zeppelin</a>",1995,"John Bonham, John Paul Jones, Jimmy Page, and Robert Plant",Male
Martha and the Vandellas,https://en.wikipedia.org/wiki/Martha_and_the_Vandellas,"<a href=""https://en.wikipedia.org/wiki/Martha_and_the_Vandellas"" target=""_blank"">https://en.wikipedia.org/wiki/Martha_and_the_Vandellas</a>",1995,"Rosalind Ashford, Annette Beard, Betty Kelly, Lois Reeves, Martha Reeves, and Sandra Tilley",Female
Neil Young,https://en.wikipedia.org/wiki/Neil_Young,"<a href=""https://en.wikipedia.org/wiki/Neil_Young"" target=""_blank"">https://en.wikipedia.org/wiki/Neil_Young</a>",1995,,Male
"Allman Brothers Band, The",https://en.wikipedia.org/wiki/The_Allman_Brothers_Band,"<a href=""https://en.wikipedia.org/wiki/The_Allman_Brothers_Band"" target=""_blank"">https://en.wikipedia.org/wiki/The_Allman_Brothers_Band</a>",1995,"Duane Allman, Gregg Allman, Dickey Betts, Jai Johanny Johanson, Berry Oakley, and Butch Trucks",Male
David Bowie,https://en.wikipedia.org/wiki/David_Bowie,"<a href=""https://en.wikipedia.org/wiki/David_Bowie"" target=""_blank"">https://en.wikipedia.org/wiki/David_Bowie</a>",1996,,Male
Gladys Knight & the Pips,https://en.wikipedia.org/wiki/Gladys_Knight_%26_the_Pips,"<a href=""https://en.wikipedia.org/wiki/Gladys_Knight_%26_the_Pips"" target=""_blank"">https://en.wikipedia.org/wiki/Gladys_Knight_%26_the_Pips</a>",1996,"William Guest, Gladys Knight, Merald ""Bubba"" Knight, and Edward Patten",Male; Female
Jefferson Airplane,https://en.wikipedia.org/wiki/Jefferson_Airplane,"<a href=""https://en.wikipedia.org/wiki/Jefferson_Airplane"" target=""_blank"">https://en.wikipedia.org/wiki/Jefferson_Airplane</a>",1996,"Marty Balin, Jack Casady, Spencer Dryden, Paul Kantner, Jorma Kaukonen, and Grace Slick",Male; Female
Little Willie John,https://en.wikipedia.org/wiki/Little_Willie_John,"<a href=""https://en.wikipedia.org/wiki/Little_Willie_John"" target=""_blank"">https://en.wikipedia.org/wiki/Little_Willie_John</a>",1996,,Male
Pink Floyd,https://en.wikipedia.org/wiki/Pink_Floyd,"<a href=""https://en.wikipedia.org/wiki/Pink_Floyd"" target=""_blank"">https://en.wikipedia.org/wiki/Pink_Floyd</a>",1996,"Syd Barrett, David Gilmour, Nick Mason, Roger Waters, and Rick Wright",Male
"Shirelles, The",https://en.wikipedia.org/wiki/The_Shirelles,"<a href=""https://en.wikipedia.org/wiki/The_Shirelles"" target=""_blank"">https://en.wikipedia.org/wiki/The_Shirelles</a>",1996,"Shirley Alston Reeves, Addie Harris, Doris Kenner-Jackson, and Beverly Lee",Female
"Velvet Underground, The",https://en.wikipedia.org/wiki/The_Velvet_Underground,"<a href=""https://en.wikipedia.org/wiki/The_Velvet_Underground"" target=""_blank"">https://en.wikipedia.org/wiki/The_Velvet_Underground</a>",1996,"John Cale, Sterling Morrison, Lou Reed, and Maureen Tucker",Male; Female
Bee Gees,https://en.wikipedia.org/wiki/Bee_Gees,"<a href=""https://en.wikipedia.org/wiki/Bee_Gees"" target=""_blank"">https://en.wikipedia.org/wiki/Bee_Gees</a>",1997,"Barry Gibb, Maurice Gibb, and Robin Gibb",Male
Buffalo Springfield,https://en.wikipedia.org/wiki/Buffalo_Springfield,"<a href=""https://en.wikipedia.org/wiki/Buffalo_Springfield"" target=""_blank"">https://en.wikipedia.org/wiki/Buffalo_Springfield</a>",1997,"Richie Furay, Dewey Martin, Bruce Palmer, Stephen Stills, and Neil Young",Male
"Crosby, Stills, Nash & Young","https://en.wikipedia.org/wiki/Crosby,_Stills,_Nash_%26_Young","<a href=""https://en.wikipedia.org/wiki/Crosby,_Stills,_Nash_%26_Young"" target=""_blank"">https://en.wikipedia.org/wiki/Crosby,_Stills,_Nash_%26_Young</a>",1997,"David Crosby, Graham Nash, and Stephen Stills",Male
Joni Mitchell,https://en.wikipedia.org/wiki/Joni_Mitchell,"<a href=""https://en.wikipedia.org/wiki/Joni_Mitchell"" target=""_blank"">https://en.wikipedia.org/wiki/Joni_Mitchell</a>",1997,,Female
Parliament-Funkadelic,https://en.wikipedia.org/wiki/Parliament-Funkadelic,"<a href=""https://en.wikipedia.org/wiki/Parliament-Funkadelic"" target=""_blank"">https://en.wikipedia.org/wiki/Parliament-Funkadelic</a>",1997,"Jerome Brailey, George Clinton, Bootsy Collins, Raymond Davis, Tiki Fulwood, Glenn Goins, Michael Hampton, Fuzzy Haskins, Eddie Hazel, Walter Morrison, Cordell Mosson, William ""Billy Bass"" Nelson, Garry Shider, Calvin Simon, Grady Thomas, and Bernie Worrell",Male
"Jackson 5, The",https://en.wikipedia.org/wiki/The_Jackson_5,"<a href=""https://en.wikipedia.org/wiki/The_Jackson_5"" target=""_blank"">https://en.wikipedia.org/wiki/The_Jackson_5</a>",1997,"Jackie Jackson, Jermaine Jackson, Marlon Jackson, Michael Jackson, and Tito Jackson",Male
"Rascals, The",https://en.wikipedia.org/wiki/The_Rascals,"<a href=""https://en.wikipedia.org/wiki/The_Rascals"" target=""_blank"">https://en.wikipedia.org/wiki/The_Rascals</a>",1997,"Eddie Brigati, Felix Cavaliere, Gene Cornish, and Dino Danelli",Male
Eagles (band),https://en.wikipedia.org/wiki/Eagles_(band),"<a href=""https://en.wikipedia.org/wiki/Eagles_(band)"" target=""_blank"">https://en.wikipedia.org/wiki/Eagles_(band)</a>",1998,"Don Felder, Glenn Frey, Don Henley, Bernie Leadon, Randy Meisner, Timothy B. Schmit, and Joe Walsh",Male
Fleetwood Mac,https://en.wikipedia.org/wiki/Fleetwood_Mac,"<a href=""https://en.wikipedia.org/wiki/Fleetwood_Mac"" target=""_blank"">https://en.wikipedia.org/wiki/Fleetwood_Mac</a>",1998,"Lindsey Buckingham, Mick Fleetwood, Peter Green, Danny Kirwan, Christine McVie, John McVie, Stevie Nicks, and Jeremy Spencer",Male; Female
Gene Vincent,https://en.wikipedia.org/wiki/Gene_Vincent,"<a href=""https://en.wikipedia.org/wiki/Gene_Vincent"" target=""_blank"">https://en.wikipedia.org/wiki/Gene_Vincent</a>",1998,,Male
Lloyd Price,https://en.wikipedia.org/wiki/Lloyd_Price,"<a href=""https://en.wikipedia.org/wiki/Lloyd_Price"" target=""_blank"">https://en.wikipedia.org/wiki/Lloyd_Price</a>",1998,,Male
Santana (band),https://en.wikipedia.org/wiki/Santana_(band),"<a href=""https://en.wikipedia.org/wiki/Santana_(band)"" target=""_blank"">https://en.wikipedia.org/wiki/Santana_(band)</a>",1998,"Jose Chepito Areas, David Brown, Mike Carabello, Gregg Rolie, Carlos Santana, and Michael Shrieve",Male
"Mamas & the Papas, The",https://en.wikipedia.org/wiki/The_Mamas_%26_the_Papas,"<a href=""https://en.wikipedia.org/wiki/The_Mamas_%26_the_Papas"" target=""_blank"">https://en.wikipedia.org/wiki/The_Mamas_%26_the_Papas</a>",1998,"Denny Doherty, Cass Elliot, John Phillips, and Michelle Phillips",Male; Female
Billy Joel,https://en.wikipedia.org/wiki/Billy_Joel,"<a href=""https://en.wikipedia.org/wiki/Billy_Joel"" target=""_blank"">https://en.wikipedia.org/wiki/Billy_Joel</a>",1999,,Male
Bruce Springsteen,https://en.wikipedia.org/wiki/Bruce_Springsteen,"<a href=""https://en.wikipedia.org/wiki/Bruce_Springsteen"" target=""_blank"">https://en.wikipedia.org/wiki/Bruce_Springsteen</a>",1999,,Male
Curtis Mayfield,https://en.wikipedia.org/wiki/Curtis_Mayfield,"<a href=""https://en.wikipedia.org/wiki/Curtis_Mayfield"" target=""_blank"">https://en.wikipedia.org/wiki/Curtis_Mayfield</a>",1999,,Male
Del Shannon,https://en.wikipedia.org/wiki/Del_Shannon,"<a href=""https://en.wikipedia.org/wiki/Del_Shannon"" target=""_blank"">https://en.wikipedia.org/wiki/Del_Shannon</a>",1999,,Male
Dusty Springfield,https://en.wikipedia.org/wiki/Dusty_Springfield,"<a href=""https://en.wikipedia.org/wiki/Dusty_Springfield"" target=""_blank"">https://en.wikipedia.org/wiki/Dusty_Springfield</a>",1999,,Female
Paul McCartney,https://en.wikipedia.org/wiki/Paul_McCartney,"<a href=""https://en.wikipedia.org/wiki/Paul_McCartney"" target=""_blank"">https://en.wikipedia.org/wiki/Paul_McCartney</a>",1999,,Male
